task_type,query,GT_data_type,PRED_data_type,raw_output,parsed_output
data_type,对于已短期使用糖皮质激素的系统性炎症患者，在鉴别诊断未明（感染/免疫/淋巴增殖）的情况下，近3年的随机对照试验与系统评价如何评估立即加强或延长免疫抑制对潜在感染风险与免疫介导性损害控制的利弊？,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-75260a7026fe4126887146aaefe3f173"", ""object"": ""chat.completion"", ""created"": 1781079687, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 146, ""completion_tokens"": 10, ""total_tokens"": 156}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,肠镜切除息肉出现肠穿孔后多久可以手术？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2465dc6a3bc7428ba48cac4920e50f8d"", ""object"": ""chat.completion"", ""created"": 1781079687, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,请输出近3年发表的与戈谢病诊断相关的病例报告,病例系列/病例报告,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3df0984644a3481f96fa2b9c1f6970ed"", ""object"": ""chat.completion"", ""created"": 1781079688, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 5, ""total_tokens"": 109}}}","{""data_type"": """"}"
data_type,Staphylococcus aureus clones causing osteomyelitis: a literature review (2000-2020).全文,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fd1c7cfb7a3f47959b20096d08decec6"", ""object"": ""chat.completion"", ""created"": 1781079688, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 119, ""completion_tokens"": 6, ""total_tokens"": 125}}}","{""data_type"": ""综述""}"
data_type,长寿医学服务在不同医疗机构或健康管理中心中的具体实施流程、技术支持和成功案例有哪些？研究类型：Review。发布时间：2021年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4407dfed1a024af68e0e647953428133"", ""object"": ""chat.completion"", ""created"": 1781079689, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 132, ""completion_tokens"": 6, ""total_tokens"": 138}}}","{""data_type"": ""综述""}"
data_type,最近5年直肠癌哪些方面研究是热门,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e1c37e10be0c48739c24bb862e4f9405"", ""object"": ""chat.completion"", ""created"": 1781079689, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,近一个年精神疾病领域的综述有哪些,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bffb9edcfcf746768be12e08ba5517a7"", ""object"": ""chat.completion"", ""created"": 1781079690, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 6, ""total_tokens"": 104}}}","{""data_type"": ""综述""}"
data_type,eatwell饮食指南推荐,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ac80999ed3524ded84e1cf66ce0fdf45"", ""object"": ""chat.completion"", ""created"": 1781079690, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,CSCO尿路上皮癌诊疗指南,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3db4f31f37024164847c9cc746afd4ed"", ""object"": ""chat.completion"", ""created"": 1781079691, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,根据已知的IGG4病例，如果不做任何治疗，会有什么风险,病例系列/病例报告,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5fadc4f66a7040afaee3b6548c7e8315"", ""object"": ""chat.completion"", ""created"": 1781079691, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 5, ""total_tokens"": 109}}}","{""data_type"": """"}"
data_type,ICG在外科手术应用的最新进展有哪些,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c631ea70114b4cd4a9e0b3a582745017"", ""object"": ""chat.completion"", ""created"": 1781079691, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,近五年内 针对肥胖多模式治疗反应AI预测模型的单中心前瞻性研究设计、数据收集与验证策略的综述,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bb8f0a8590f5444ba2e50437c5b57e71"", ""object"": ""chat.completion"", ""created"": 1781079692, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 116, ""completion_tokens"": 6, ""total_tokens"": 122}}}","{""data_type"": ""综述""}"
data_type,美国儿童低级别胶质瘤粗发病例数据是多少,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b51b9b40f3454756b42eac34931e2561"", ""object"": ""chat.completion"", ""created"": 1781079692, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,Nature上胆管癌新抗原疫苗的文章,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c972ab2108b04609b9abbb2c112cc688"", ""object"": ""chat.completion"", ""created"": 1781079693, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 5, ""total_tokens"": 104}}}","{""data_type"": """"}"
data_type,指南建议哪些II期结肠癌患者采用辅助化疗?,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7cad02a3b3aa464180dc2482d153c7b7"", ""object"": ""chat.completion"", ""created"": 1781079693, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,糖尿病最新指南,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ec9c33be4cd348aebefe1a48d3e0d9bb"", ""object"": ""chat.completion"", ""created"": 1781079694, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 93, ""completion_tokens"": 5, ""total_tokens"": 98}}}","{""data_type"": """"}"
data_type,PARP抑制剂病例分析,病例系列/病例报告,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-19cbf34474b340d5889941ab35c5d18c"", ""object"": ""chat.completion"", ""created"": 1781079694, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,对于神经内分泌肿瘤braf突变患者，有没有达拉菲尼和曲美替尼联合治疗的数据。,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5c1cd88cd5e4402792c0368fca28106a"", ""object"": ""chat.completion"", ""created"": 1781079695, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 5, ""total_tokens"": 116}}}","{""data_type"": """"}"
data_type,乳腺癌保乳手术在nccn，esmo和caca指南中的切缘规定有没有不同,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a054fd1b98b14256b6f00b74037e86ad"", ""object"": ""chat.completion"", ""created"": 1781079695, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 5, ""total_tokens"": 116}}}","{""data_type"": """"}"
data_type,子宫肌瘤 子宫腺肌症 微波消融 GnRH-a RCT设计 样本量 随访 伦理 指南 共识 近5年,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-42de0929948241da91535d7b7feca5ec"", ""object"": ""chat.completion"", ""created"": 1781079696, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 120, ""completion_tokens"": 6, ""total_tokens"": 126}}}","{""data_type"": ""RCT""}"
data_type,基因治疗目前的应用,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8beacae8e98f45079c9314dd5aaf2c72"", ""object"": ""chat.completion"", ""created"": 1781079696, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 94, ""completion_tokens"": 5, ""total_tokens"": 99}}}","{""data_type"": """"}"
data_type,水凝胶在单髁置换术和全髋关节置换术中作为软骨修复、关节面涂层或骨整合材料的临床前或临床研究进展 综述或RCT 近5年,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b7978e7573514d20ac49e98f40b684b6"", ""object"": ""chat.completion"", ""created"": 1781079697, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 129, ""completion_tokens"": 6, ""total_tokens"": 135}}}","{""data_type"": ""RCT""}"
data_type,基于个体化治疗的长效重组人生长激素（Human growth hormone）剂量调整策略，如根据IGF-1水平或生长速度调整，有哪些研究进展？研究类型：Observational_Study。发布时间：2019年-至今。影响因子(IF)值:3-无限制。,观察性研究,观察性研究,"{""data"": {""result"": ""{\""data_type\"":\""观察性研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5cbafdc931194d7d822072d3d7b5c263"", ""object"": ""chat.completion"", ""created"": 1781079697, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""观察性研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 153, ""completion_tokens"": 8, ""total_tokens"": 161}}}","{""data_type"": ""观察性研究""}"
data_type,患者病史2018年7月30日外院体检发现右上肺尖段磨玻璃结节影，约9.9mm大小，左下肺外基底段近胸膜0.3cm大小实性结节。2019年4月3日复查胸部CT提示右肺上叶尖段见磨玻璃密度结节(img82-99)，形态稍欠规则，其内见细小血管影穿行，结节RECIST直径11.2mm，最大正交直径8.6mm，体积0.551ml，碘浓度1.3mg/ml/32.2%，右肺上叶后段(mg99) 及左肺下叶外基底段(img203)见磨玻璃结节影，增强扫描末见确切显示，其余双肺未见明显异常，各叶段支气管开口通畅，纵隔内未见明显肿大淋巴结，纵隔内大血管未见异常改变。既往史:子宫及附近及不典型增生及附件切除木后5年。 依照指南和文献，给出诊疗意见,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4b98074b1aca454f8e16848e99cd25c5"", ""object"": ""chat.completion"", ""created"": 1781079698, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 320, ""completion_tokens"": 5, ""total_tokens"": 325}}}","{""data_type"": """"}"
data_type,Postpartum dry eye epidemiology risk factors diagnosis treatment efficacy safety review meta-analysis last 5 years,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1c40cf5bd2f742f2a7288dad72283391"", ""object"": ""chat.completion"", ""created"": 1781079699, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 110, ""completion_tokens"": 10, ""total_tokens"": 120}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,Kisqali的中国指南推荐,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a945b404290348ab8d749ff6c5ff76fb"", ""object"": ""chat.completion"", ""created"": 1781079699, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,帮我归纳k药的keynote139研究,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-197d438ff91e4eaeb719a68adbad1d80"", ""object"": ""chat.completion"", ""created"": 1781079699, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 5, ""total_tokens"": 105}}}","{""data_type"": """"}"
data_type,总结一下Miracle临床研究的最新结果,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2fbac542211140828d8c60c221b19b5f"", ""object"": ""chat.completion"", ""created"": 1781079700, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,什么样的胰腺癌患者可以接受FOLFIRINOX作为一线治疗?,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d5dcdcefabf7472d8221525be877ffd0"", ""object"": ""chat.completion"", ""created"": 1781079700, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 5, ""total_tokens"": 110}}}","{""data_type"": """"}"
data_type,肛管鳞癌指南 初始放化疗 化疗时间,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-701331b83b374ef2aa46cdd7e5b447d0"", ""object"": ""chat.completion"", ""created"": 1781079701, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,运用第一性原理分析急重症多器官功能障碍综合征（MODS）的病理生理机制及干预策略。研究类型：Basic_Research。发布时间：近5年。影响因子(IF)值:无限制。,基础研究,基础研究,"{""data"": {""result"": ""{\""data_type\"":\""基础研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-57c0c5f7c4c94cef850662aff4573c43"", ""object"": ""chat.completion"", ""created"": 1781079701, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""基础研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 135, ""completion_tokens"": 6, ""total_tokens"": 141}}}","{""data_type"": ""基础研究""}"
data_type,请帮我找一篇外科学方向的包含亚组分析的meta分析,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-232b4bcf43974583a350eef50f09c2de"", ""object"": ""chat.completion"", ""created"": 1781079702, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 10, ""total_tokens"": 113}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,ADC药物的主要不良反应以及应对方式有哪些,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d52ff021bd744cfd8537c73455b3856a"", ""object"": ""chat.completion"", ""created"": 1781079703, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,肝内胆管癌患者血脂异常比例和普通人血脂异常比例如何,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cc6b4aa5611647998fd223b9f075041e"", ""object"": ""chat.completion"", ""created"": 1781079703, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 5, ""total_tokens"": 109}}}","{""data_type"": """"}"
data_type,esmo指南对于老年癌症患者的化疗剂量有何建议,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-61a7e4883e2d4fa7b1c358e902e46ab8"", ""object"": ""chat.completion"", ""created"": 1781079703, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,精神科物理治疗哪些科研领域比较前沿,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cfead0d80ce346e6a290d6a96805f6c9"", ""object"": ""chat.completion"", ""created"": 1781079704, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 5, ""total_tokens"": 104}}}","{""data_type"": """"}"
data_type,氘丁苯那嗪说明书,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8ac33214f5cd4fe8924aa65cfe79a761"", ""object"": ""chat.completion"", ""created"": 1781079704, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,多柔比星治疗ASPS的临床试验或病例报告的文献,病例系列/病例报告,病例系列/病例报告,"{""data"": {""result"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""raw_openai"": {""id"": ""chatcmpl-230636c46129435b9fbf6d0db33209b9"", ""object"": ""chat.completion"", ""created"": 1781079705, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 10, ""total_tokens"": 113}}}","{""data_type"": ""病例系列/病例报告""}"
data_type,中医药治疗特应性皮炎的机制研究,基础研究,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-53c593a145ac4d24960c582e74ffd96b"", ""object"": ""chat.completion"", ""created"": 1781079706, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,帮我找一下The Dawning of Translational Breast Cancer: From Bench to Bedside这篇文章,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e302fb756d64419a81af90621239ab9c"", ""object"": ""chat.completion"", ""created"": 1781079706, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 109, ""completion_tokens"": 5, ""total_tokens"": 114}}}","{""data_type"": """"}"
data_type,CKD-MBD 综述,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ca313a155eb843d3be8110a26b253edd"", ""object"": ""chat.completion"", ""created"": 1781079706, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 6, ""total_tokens"": 102}}}","{""data_type"": ""综述""}"
data_type,环境健康领域文献综述循证研究,综述,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f584037897e3462880954ac10a503100"", ""object"": ""chat.completion"", ""created"": 1781079707, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,ESMO指南直肠癌分层治疗,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2167d2d7edac44e98cebb8618f56bf43"", ""object"": ""chat.completion"", ""created"": 1781079707, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 5, ""total_tokens"": 101}}}","{""data_type"": """"}"
data_type,中国有gbm疫苗的临床试验开展吗？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bbac5b0a27f04947a54b90b16cea3d43"", ""object"": ""chat.completion"", ""created"": 1781079708, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 5, ""total_tokens"": 104}}}","{""data_type"": """"}"
data_type,根据csco指南 请回答结肠癌的TNM分期,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-91e7a62807a54be59331b9ea0cd20db7"", ""object"": ""chat.completion"", ""created"": 1781079708, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
