task_type,query,GT_topics,GT_keywords,PRED_topics,PRED_keywords,raw_output,parsed_output
topic和keywords,军团菌肺炎的临床表现及诊治概述是什么？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e338b6bc367b4222b56faa4cb10103a5"", ""object"": ""chat.completion"", ""created"": 1781077936, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 85, ""completion_tokens"": 6, ""total_tokens"": 91}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,近一个年精神疾病领域的综述有哪些,精神疾病,,精神疾病,综述,"{""data"": {""result"": ""{\""topics\"":\""精神疾病\"",\""keywords\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a36a16e778d14a80a29579596ae45e7c"", ""object"": ""chat.completion"", ""created"": 1781077936, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""精神疾病\"",\""keywords\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 10, ""total_tokens"": 93}}}","{""topics"": ""精神疾病"", ""keywords"": ""综述""}"
topic和keywords,NK细胞在强直性脊柱炎中的作用机制及研究进展,,,强直性脊柱炎,"NK细胞, 作用机制, 研究进展","{""data"": {""result"": ""{\""topics\"":\""强直性脊柱炎\"",\""keywords\"":\""NK细胞, 作用机制, 研究进展\""}""}, ""raw_openai"": {""id"": ""chatcmpl-39d028babd534e3a8afab77dfbdf3d1a"", ""object"": ""chat.completion"", ""created"": 1781077937, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""强直性脊柱炎\"",\""keywords\"":\""NK细胞, 作用机制, 研究进展\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 22, ""total_tokens"": 110}}}","{""topics"": ""强直性脊柱炎"", ""keywords"": ""NK细胞, 作用机制, 研究进展""}"
topic和keywords,ADC药物的主要不良反应以及应对方式有哪些,ADC药物,主要不良反应；应对方式,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b9fe6dcc5a954f25ba2eac67b270a254"", ""object"": ""chat.completion"", ""created"": 1781077937, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 83, ""completion_tokens"": 6, ""total_tokens"": 89}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,在近期医学会议中，关于体检异常指标（如高血糖、血脂异常、甲状腺结节等）的多学科管理和围诊模式有哪些新进展或共识？研究类型：Review。发布时间：近3年。影响因子(IF)值:无限制。,,,体检异常指标管理,"多学科管理, 围诊模式, 新进展, 共识, Review, 近3年","{""data"": {""result"": ""{\""topics\"":\""体检异常指标管理\"",\""keywords\"":\""多学科管理, 围诊模式, 新进展, 共识, Review, 近3年\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9337d86cd6104db89921ce17df2b2ae2"", ""object"": ""chat.completion"", ""created"": 1781077938, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""体检异常指标管理\"",\""keywords\"":\""多学科管理, 围诊模式, 新进展, 共识, Review, 近3年\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 129, ""completion_tokens"": 32, ""total_tokens"": 161}}}","{""topics"": ""体检异常指标管理"", ""keywords"": ""多学科管理, 围诊模式, 新进展, 共识, Review, 近3年""}"
topic和keywords,低位前切综合症未来研究方向,低位前切综合症,研究方向,低位前切综合征,未来研究方向,"{""data"": {""result"": ""{\""topics\"":\""低位前切综合征\"",\""keywords\"":\""未来研究方向\""}""}, ""raw_openai"": {""id"": ""chatcmpl-52e42d99a7414f15a031bcf68232160a"", ""object"": ""chat.completion"", ""created"": 1781077939, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""低位前切综合征\"",\""keywords\"":\""未来研究方向\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 13, ""total_tokens"": 94}}}","{""topics"": ""低位前切综合征"", ""keywords"": ""未来研究方向""}"
topic和keywords,针对脑转移，6Gy*5次的放疗剂量分割方案效果如何？,,,脑转移,"6Gy, 5次, 放疗剂量分割方案, 疗效","{""data"": {""result"": ""{\""topics\"":\""脑转移\"",\""keywords\"":\""6Gy, 5次, 放疗剂量分割方案, 疗效\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9758b27e12aa488ba5ef957ba8854c3d"", ""object"": ""chat.completion"", ""created"": 1781077939, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""脑转移\"",\""keywords\"":\""6Gy, 5次, 放疗剂量分割方案, 疗效\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 92, ""completion_tokens"": 25, ""total_tokens"": 117}}}","{""topics"": ""脑转移"", ""keywords"": ""6Gy, 5次, 放疗剂量分割方案, 疗效""}"
topic和keywords,EGFR用于nsclc 靶向辅助治疗的临床研究证据是什么,nsclc,EGFR；靶向；辅助治疗；临床研究证据,NSCLC,"EGFR, 靶向治疗, 临床研究证据","{""data"": {""result"": ""{\""topics\"":\""NSCLC\"",\""keywords\"":\""EGFR, 靶向治疗, 临床研究证据\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1059df5ed8f44a1f96ae06895400c615"", ""object"": ""chat.completion"", ""created"": 1781077940, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""NSCLC\"",\""keywords\"":\""EGFR, 靶向治疗, 临床研究证据\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 20, ""total_tokens"": 107}}}","{""topics"": ""NSCLC"", ""keywords"": ""EGFR, 靶向治疗, 临床研究证据""}"
topic和keywords,丙型肝炎感染合并重度血小板减少患者使用静注人免疫球蛋白的临床指征与安全性,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e53c778a07e74e20aa0b87467497fcd1"", ""object"": ""chat.completion"", ""created"": 1781077940, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 94, ""completion_tokens"": 6, ""total_tokens"": 100}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,What is the current status of sphincter-spa ring surgery in the treatment of low rectal cancer?,rectal cancer,current status ；sphincter-spa ring surgery i；treatment ,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-58ac2598d00446f19620b6f6f222a9a4"", ""object"": ""chat.completion"", ""created"": 1781077940, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 6, ""total_tokens"": 103}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,胃癌研究领域有哪些值得关注的未来发展方向、创新技术或潜在突破？研究类型：Review。发布时间：2022年-至今。影响因子(IF)值:无限制。,,,胃癌,"未来发展方向, 创新技术, 潜在突破, Review, 2022-至今","{""data"": {""result"": ""{\""topics\"":\""胃癌\"",\""keywords\"":\""未来发展方向, 创新技术, 潜在突破, Review, 2022-至今\""}""}, ""raw_openai"": {""id"": ""chatcmpl-969410919bef4d70b0752dc1f7419f95"", ""object"": ""chat.completion"", ""created"": 1781077941, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""胃癌\"",\""keywords\"":\""未来发展方向, 创新技术, 潜在突破, Review, 2022-至今\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 28, ""total_tokens"": 141}}}","{""topics"": ""胃癌"", ""keywords"": ""未来发展方向, 创新技术, 潜在突破, Review, 2022-至今""}"
topic和keywords,tatme在临床的普及率是多少？,tatme,普及率,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5ae1a238d98245eb846269de0ffeb036"", ""object"": ""chat.completion"", ""created"": 1781077941, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 6, ""total_tokens"": 90}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,neonatal NICOM clinical outcomes complications special populations recent advances conference abstracts,,,Neonatal NICOM,"Clinical outcomes, Complications, Special populations, Recent advances, Conference abstracts","{""data"": {""result"": ""{\""topics\"":\""Neonatal NICOM\"",\""keywords\"":\""Clinical outcomes, Complications, Special populations, Recent advances, Conference abstracts\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b2a843ab64f447d2a50accdf8d59f2ba"", ""object"": ""chat.completion"", ""created"": 1781077942, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Neonatal NICOM\"",\""keywords\"":\""Clinical outcomes, Complications, Special populations, Recent advances, Conference abstracts\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 90, ""completion_tokens"": 27, ""total_tokens"": 117}}}","{""topics"": ""Neonatal NICOM"", ""keywords"": ""Clinical outcomes, Complications, Special populations, Recent advances, Conference abstracts""}"
topic和keywords,帮我找一下The Dawning of Translational Breast Cancer: From Bench to Bedside这篇文章,Breast Cancer,Translational,Breast Cancer,"Translational Medicine, Clinical Research, Academic Article","{""data"": {""result"": ""{\""topics\"":\""Breast Cancer\"",\""keywords\"":\""Translational Medicine, Clinical Research, Academic Article\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e4b9d01237a5474090e613b61196df72"", ""object"": ""chat.completion"", ""created"": 1781077942, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Breast Cancer\"",\""keywords\"":\""Translational Medicine, Clinical Research, Academic Article\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 94, ""completion_tokens"": 20, ""total_tokens"": 114}}}","{""topics"": ""Breast Cancer"", ""keywords"": ""Translational Medicine, Clinical Research, Academic Article""}"
topic和keywords,超声心动图提示左房增大、室间隔振幅减低、左室舒张功能减低及心包积液（少-中等量）的临床意义及诊疗建议,,,超声心动图,"左房增大, 室间隔振幅减低, 左室舒张功能减低, 心包积液, 临床意义, 诊疗建议","{""data"": {""result"": ""{\""topics\"":\""超声心动图\"",\""keywords\"":\""左房增大, 室间隔振幅减低, 左室舒张功能减低, 心包积液, 临床意义, 诊疗建议\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7ba85d6ada1f40028a99369e17509a35"", ""object"": ""chat.completion"", ""created"": 1781077943, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""超声心动图\"",\""keywords\"":\""左房增大, 室间隔振幅减低, 左室舒张功能减低, 心包积液, 临床意义, 诊疗建议\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 109, ""completion_tokens"": 40, ""total_tokens"": 149}}}","{""topics"": ""超声心动图"", ""keywords"": ""左房增大, 室间隔振幅减低, 左室舒张功能减低, 心包积液, 临床意义, 诊疗建议""}"
topic和keywords,儿童支气管镜检查麻醉方案的循证医学证据及安全性与有效性评价,,,儿童支气管镜检查,"麻醉方案, 循证医学证据, 安全性, 有效性, 评价","{""data"": {""result"": ""{\""topics\"":\""儿童支气管镜检查\"",\""keywords\"":\""麻醉方案, 循证医学证据, 安全性, 有效性, 评价\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a262642300df4567b40e5c7499982516"", ""object"": ""chat.completion"", ""created"": 1781077944, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""儿童支气管镜检查\"",\""keywords\"":\""麻醉方案, 循证医学证据, 安全性, 有效性, 评价\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 27, ""total_tokens"": 116}}}","{""topics"": ""儿童支气管镜检查"", ""keywords"": ""麻醉方案, 循证医学证据, 安全性, 有效性, 评价""}"
topic和keywords,胃癌的预防策略有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bbcbd4fcb04c41e5b70e80ee4b84d6eb"", ""object"": ""chat.completion"", ""created"": 1781077944, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 6, ""total_tokens"": 87}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,2023年发表的低剂量他莫昔芬预防乳腺导管内增生性病变复发的研究有哪些？,乳腺导管内增生性病变,低剂量；他莫昔芬；复发,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cd374b2bdcce469bad0793d8ba3de9cd"", ""object"": ""chat.completion"", ""created"": 1781077945, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 6, ""total_tokens"": 105}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,Nature上胆管癌新抗原疫苗的文章,胆管癌,Nature；新抗原疫苗,胆管癌,"新抗原, 疫苗, Nature","{""data"": {""result"": ""{\""topics\"":\""胆管癌\"",\""keywords\"":\""新抗原, 疫苗, Nature\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b6c0318d3cf2492da985873fdbaf103c"", ""object"": ""chat.completion"", ""created"": 1781077945, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""胆管癌\"",\""keywords\"":\""新抗原, 疫苗, Nature\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 17, ""total_tokens"": 101}}}","{""topics"": ""胆管癌"", ""keywords"": ""新抗原, 疫苗, Nature""}"
topic和keywords,胎膜早破（PROM）预防性使用抗菌药物主要针对的病原菌谱有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4263f36f2a32447c832c8110db9c3c3f"", ""object"": ""chat.completion"", ""created"": 1781077945, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 6, ""total_tokens"": 101}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,the evidence of the adjuvant treatment of furmoertinib for non-small cell lung cancer,non-small cell lung cancer,adjuvant treatment；furmoertinib ,Furmoertinib,"Adjuvant treatment, Non-small cell lung cancer, Evidence","{""data"": {""result"": ""{\""topics\"":\""Furmoertinib\"",\""keywords\"":\""Adjuvant treatment, Non-small cell lung cancer, Evidence\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5d6e5885653b4e54af0e07c5869e1cb3"", ""object"": ""chat.completion"", ""created"": 1781077946, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Furmoertinib\"",\""keywords\"":\""Adjuvant treatment, Non-small cell lung cancer, Evidence\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 25, ""total_tokens"": 120}}}","{""topics"": ""Furmoertinib"", ""keywords"": ""Adjuvant treatment, Non-small cell lung cancer, Evidence""}"
topic和keywords,精神科物理治疗哪些科研领域比较前沿,精神科；物理治疗,科研领域；前沿,精神科物理治疗,科研前沿,"{""data"": {""result"": ""{\""topics\"":\""精神科物理治疗\"",\""keywords\"":\""科研前沿\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a203ea906722474aaa7b678b094597fb"", ""object"": ""chat.completion"", ""created"": 1781077946, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""精神科物理治疗\"",\""keywords\"":\""科研前沿\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 13, ""total_tokens"": 97}}}","{""topics"": ""精神科物理治疗"", ""keywords"": ""科研前沿""}"
topic和keywords,请对比两性霉素B脱氧胆酸盐、两性霉素B脂质体、两性霉素B脂质复合物这三种制剂在药代动力学、临床用药方法及安全性方面的差异。,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8a52010e6b214203a9ec633e96124138"", ""object"": ""chat.completion"", ""created"": 1781077946, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 111, ""completion_tokens"": 6, ""total_tokens"": 117}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,肾脏内科学领域硕士研究生科研选题方向及研究热点,,,肾脏内科学,"硕士研究生, 科研选题方向, 研究热点","{""data"": {""result"": ""{\""topics\"":\""肾脏内科学\"",\""keywords\"":\""硕士研究生, 科研选题方向, 研究热点\""}""}, ""raw_openai"": {""id"": ""chatcmpl-07eb8b17f763447e8a76f133d13588c7"", ""object"": ""chat.completion"", ""created"": 1781077947, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""肾脏内科学\"",\""keywords\"":\""硕士研究生, 科研选题方向, 研究热点\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 20, ""total_tokens"": 106}}}","{""topics"": ""肾脏内科学"", ""keywords"": ""硕士研究生, 科研选题方向, 研究热点""}"
topic和keywords,SGLT-2抑制剂在1型糖尿病治疗中的应用研究,,,1型糖尿病,"SGLT-2抑制剂, 治疗, 应用研究","{""data"": {""result"": ""{\""topics\"":\""1型糖尿病\"",\""keywords\"":\""SGLT-2抑制剂, 治疗, 应用研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9112c4e28e7b42d29296c850975b44e9"", ""object"": ""chat.completion"", ""created"": 1781077948, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""1型糖尿病\"",\""keywords\"":\""SGLT-2抑制剂, 治疗, 应用研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 23, ""total_tokens"": 111}}}","{""topics"": ""1型糖尿病"", ""keywords"": ""SGLT-2抑制剂, 治疗, 应用研究""}"
topic和keywords,恩格列净扩了适应症，获批了治疗慢性肾病的适应症，您觉得对临床研究会有什么影响？,慢性肾病,适应症,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8208882ad381471287a4d1ace38d0481"", ""object"": ""chat.completion"", ""created"": 1781077948, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 6, ""total_tokens"": 104}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,尼卡地平在急性脑出血（包括急性硬膜下出血）急性期应用的安全性及说明书禁忌症与临床实践指南的差异分析。,,,尼卡地平,"急性脑出血, 急性期, 安全性, 说明书禁忌症, 临床实践指南, 差异分析","{""data"": {""result"": ""{\""topics\"":\""尼卡地平\"",\""keywords\"":\""急性脑出血, 急性期, 安全性, 说明书禁忌症, 临床实践指南, 差异分析\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0214c68cacb748289b9b89fea7d2eb07"", ""object"": ""chat.completion"", ""created"": 1781077949, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""尼卡地平\"",\""keywords\"":\""急性脑出血, 急性期, 安全性, 说明书禁忌症, 临床实践指南, 差异分析\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 34, ""total_tokens"": 139}}}","{""topics"": ""尼卡地平"", ""keywords"": ""急性脑出血, 急性期, 安全性, 说明书禁忌症, 临床实践指南, 差异分析""}"
topic和keywords,"Lai CC, et al. Medicine (Baltimore). 2023 Jul 14;102(28):e34284",,,Lai CC,"Medicine, 2023, 102(28), e34284","{""data"": {""result"": ""{\""topics\"":\""Lai CC\"",\""keywords\"":\""Medicine, 2023, 102(28), e34284\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fb76f9f80dbd4d0c81126d69f5f52b38"", ""object"": ""chat.completion"", ""created"": 1781077950, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""Lai CC\"",\""keywords\"":\""Medicine, 2023, 102(28), e34284\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 110, ""completion_tokens"": 33, ""total_tokens"": 143}}}","{""topics"": ""Lai CC"", ""keywords"": ""Medicine, 2023, 102(28), e34284""}"
topic和keywords,五十岁男性，体检发现低位直肠癌伴单发额叶脑转移，无脑外转移，在影响因子大于5的文献中使用的治疗方案是什么？,低位直肠癌伴单发额叶脑转移,无脑外转移；治疗方案,"低位直肠癌, 单发额叶脑转移","治疗方案, 影响因子>5, 文献","{""data"": {""result"": ""{\""topics\"":\""低位直肠癌, 单发额叶脑转移\"",\""keywords\"":\""治疗方案, 影响因子>5, 文献\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ffe4b55aaae34cfc88e08a5a1bdd7709"", ""object"": ""chat.completion"", ""created"": 1781077950, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""低位直肠癌, 单发额叶脑转移\"",\""keywords\"":\""治疗方案, 影响因子>5, 文献\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 108, ""completion_tokens"": 27, ""total_tokens"": 135}}}","{""topics"": ""低位直肠癌, 单发额叶脑转移"", ""keywords"": ""治疗方案, 影响因子>5, 文献""}"
topic和keywords,tatme手术适应症和禁忌症,tatme,适应症；禁忌症,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-81a9b2f544d74406aff0eb29b79e05ac"", ""object"": ""chat.completion"", ""created"": 1781077950, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 6, ""total_tokens"": 88}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,中枢神经系统感染的诊疗指南有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-43291a3d7b3145248703dd8773c7993b"", ""object"": ""chat.completion"", ""created"": 1781077951, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 6, ""total_tokens"": 88}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,糖尿病视网膜病变致残率,,,糖尿病视网膜病变,致残率,"{""data"": {""result"": ""{\""topics\"":\""糖尿病视网膜病变\"",\""keywords\"":\""致残率\""}""}, ""raw_openai"": {""id"": ""chatcmpl-174edc25f6f849a79bc5fda06a3ca0f7"", ""object"": ""chat.completion"", ""created"": 1781077951, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""糖尿病视网膜病变\"",\""keywords\"":\""致残率\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 13, ""total_tokens"": 94}}}","{""topics"": ""糖尿病视网膜病变"", ""keywords"": ""致残率""}"
topic和keywords,艾司奥美拉唑镁在使用中应注意什么？,艾司奥美拉唑镁,注意事项,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-090063aaeb9a4fdfa4162d572165f502"", ""object"": ""chat.completion"", ""created"": 1781077951, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 6, ""total_tokens"": 93}}}","{""topics"": """", ""keywords"": """"}"
