task_type,query,GT_author_name,GT_author_name英文变体,GT_author_institution,PRED_author_name,PRED_author_name英文变体,PRED_author_institution,raw_output,parsed_output
作者和机构,1998年Collins对克氏棒状杆菌（Corynebacterium kroppenstedtii）的分类学定义及其临床意义是什么？,Collins,"<variant>M. D. Collins</variant>
<variant>Matthew D. Collins</variant>
<variant>Collins, M. D.</variant>
<variant>Collins, Matthew D.</variant>",,Collins,"<variant>M. D. Collins</variant>
<variant>Michael D. Collins</variant>
<variant>Collins, M. D.</variant>
<variant>Collins, Michael D.</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""Collins\"",\""author_name英文变体\"":\""<variant>M. D. Collins</variant>\\n<variant>Michael D. Collins</variant>\\n<variant>Collins, M. D.</variant>\\n<variant>Collins, Michael D.</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1e396d5ae67f48f5a6d3d2e830e2d94f"", ""object"": ""chat.completion"", ""created"": 1781078105, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Collins\"",\""author_name英文变体\"":\""<variant>M. D. Collins</variant>\\n<variant>Michael D. Collins</variant>\\n<variant>Collins, M. D.</variant>\\n<variant>Collins, Michael D.</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 126, ""completion_tokens"": 65, ""total_tokens"": 191}}}","{""author_name"": ""Collins"", ""author_name英文变体"": ""<variant>M. D. Collins</variant>\n<variant>Michael D. Collins</variant>\n<variant>Collins, M. D.</variant>\n<variant>Collins, Michael D.</variant>"", ""author_institution"": """"}"
作者和机构,我想了解下安徽省立医院尚希福主任在针对Crowe Type 4 DDH中对手术技巧的创新及其意义有哪些。,尚希福,"<variant>Shang Xifu</variant>
 <variant>Xifu Shang</variant>
 <variant>Shang Xi-Fu</variant>
 <variant>Xi-Fu Shang</variant>
 <variant>Shang Xi Fu</variant>
 <variant>Xi Fu Shang</variant>
 <variant>Shang, Xifu</variant>
 <variant>Shang, Xi-Fu</variant>
 <variant>Shang, Xi Fu</variant>
 <variant>Shang X.</variant>
 <variant>Shang X</variant>
 <variant>X. Shang</variant>
 <variant>X Shang</variant>
 <variant>Shang XF</variant>
 <variant>Shang X F</variant>
 <variant>X.F. Shang</variant>
 <variant>X. F. Shang</variant>
 <variant>X F Shang</variant>
 <variant>Shang X.-F.</variant>
 <variant>Shang X-F</variant>
 <variant>X.-F. Shang</variant>
 <variant>X-F Shang</variant>
 <variant>S. Xifu</variant>
 <variant>Xifu S.</variant>
 <variant>S. Xi Fu</variant>
 <variant>Xi Fu S.</variant>
 <variant>S. Xi-Fu</variant>
 <variant>Xi-Fu S.</variant>",安徽省立医院,尚希福,"<variant>Shang Xifu</variant>
<variant>Xifu Shang</variant>
<variant>Shang Xi-Fu</variant>
<variant>Xi-Fu Shang</variant>
<variant>Shang, Xifu</variant>
<variant>Xifu, Shang</variant>
<variant>Shang Xi Fu</variant>
<variant>Xi Fu Shang</variant>
<variant>Shang, Xi-Fu</variant>
<variant>Xi-Fu, Shang</variant>
<variant>Shang Hsi-Fu</variant>
<variant>Hsi-Fu Shang</variant>
<variant>Shang Hsi Fu</variant>
<variant>Hsi Fu Shang</variant>
<variant>Shang, Hsi-Fu</variant>
<variant>Hsi-Fu, Shang</variant>
<variant>Shang Hsi-Fu (Shang Xifu)</variant>
<variant>Shang Xifu (Shang Hsi-Fu)</variant>",安徽省立医院,"{""data"": {""result"": ""{\""author_name\"":\""尚希福\"",\""author_name英文变体\"":\""<variant>Shang Xifu</variant>\\n<variant>Xifu Shang</variant>\\n<variant>Shang Xi-Fu</variant>\\n<variant>Xi-Fu Shang</variant>\\n<variant>Shang, Xifu</variant>\\n<variant>Xifu, Shang</variant>\\n<variant>Shang Xi Fu</variant>\\n<variant>Xi Fu Shang</variant>\\n<variant>Shang, Xi-Fu</variant>\\n<variant>Xi-Fu, Shang</variant>\\n<variant>Shang Hsi-Fu</variant>\\n<variant>Hsi-Fu Shang</variant>\\n<variant>Shang Hsi Fu</variant>\\n<variant>Hsi Fu Shang</variant>\\n<variant>Shang, Hsi-Fu</variant>\\n<variant>Hsi-Fu, Shang</variant>\\n<variant>Shang Hsi-Fu (Shang Xifu)</variant>\\n<variant>Shang Xifu (Shang Hsi-Fu)</variant>\"",\""author_institution\"":\""安徽省立医院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a65b640226df402db5f825f43faf7c15"", ""object"": ""chat.completion"", ""created"": 1781078124, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""尚希福\"",\""author_name英文变体\"":\""<variant>Shang Xifu</variant>\\n<variant>Xifu Shang</variant>\\n<variant>Shang Xi-Fu</variant>\\n<variant>Xi-Fu Shang</variant>\\n<variant>Shang, Xifu</variant>\\n<variant>Xifu, Shang</variant>\\n<variant>Shang Xi Fu</variant>\\n<variant>Xi Fu Shang</variant>\\n<variant>Shang, Xi-Fu</variant>\\n<variant>Xi-Fu, Shang</variant>\\n<variant>Shang Hsi-Fu</variant>\\n<variant>Hsi-Fu Shang</variant>\\n<variant>Shang Hsi Fu</variant>\\n<variant>Hsi Fu Shang</variant>\\n<variant>Shang, Hsi-Fu</variant>\\n<variant>Hsi-Fu, Shang</variant>\\n<variant>Shang Hsi-Fu (Shang Xifu)</variant>\\n<variant>Shang Xifu (Shang Hsi-Fu)</variant>\"",\""author_institution\"":\""安徽省立医院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 121, ""completion_tokens"": 241, ""total_tokens"": 362}}}","{""author_name"": ""尚希福"", ""author_name英文变体"": ""<variant>Shang Xifu</variant>\n<variant>Xifu Shang</variant>\n<variant>Shang Xi-Fu</variant>\n<variant>Xi-Fu Shang</variant>\n<variant>Shang, Xifu</variant>\n<variant>Xifu, Shang</variant>\n<variant>Shang Xi Fu</variant>\n<variant>Xi Fu Shang</variant>\n<variant>Shang, Xi-Fu</variant>\n<variant>Xi-Fu, Shang</variant>\n<variant>Shang Hsi-Fu</variant>\n<variant>Hsi-Fu Shang</variant>\n<variant>Shang Hsi Fu</variant>\n<variant>Hsi Fu Shang</variant>\n<variant>Shang, Hsi-Fu</variant>\n<variant>Hsi-Fu, Shang</variant>\n<variant>Shang Hsi-Fu (Shang Xifu)</variant>\n<variant>Shang Xifu (Shang Hsi-Fu)</variant>"", ""author_institution"": ""安徽省立医院""}"
作者和机构,查找2022年之后启动的，关于奥希替尼耐药机制的观察性研究,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-12b5ca94fdc2438cabc81952df2ea1bb"", ""object"": ""chat.completion"", ""created"": 1781078125, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 15, ""total_tokens"": 128}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,作者 Ryan Tomlinson,Ryan Tomlinson,"<variant>Ryan Tomlinson</variant>
 <variant>Tomlinson Ryan</variant>
 <variant>Tomlinson, Ryan</variant>
 <variant>Tomlinson R.</variant>
 <variant>Tomlinson R</variant>
 <variant>R. Tomlinson</variant>
 <variant>R Tomlinson</variant>
 <variant>T. Ryan</variant>
 <variant>Ryan T.</variant>",,Ryan Tomlinson,"<variant>Tomlinson Ryan</variant>
<variant>R. Tomlinson</variant>
<variant>Ryan T.</variant>
<variant>Tomlinson, Ryan</variant>
<variant>R. T.</variant>
<variant>Ryan, Tomlinson</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""Ryan Tomlinson\"",\""author_name英文变体\"":\""<variant>Tomlinson Ryan</variant>\\n<variant>R. Tomlinson</variant>\\n<variant>Ryan T.</variant>\\n<variant>Tomlinson, Ryan</variant>\\n<variant>R. T.</variant>\\n<variant>Ryan, Tomlinson</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b4859c788bdf4b83a01772b6a74cd5f0"", ""object"": ""chat.completion"", ""created"": 1781078132, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Ryan Tomlinson\"",\""author_name英文变体\"":\""<variant>Tomlinson Ryan</variant>\\n<variant>R. Tomlinson</variant>\\n<variant>Ryan T.</variant>\\n<variant>Tomlinson, Ryan</variant>\\n<variant>R. T.</variant>\\n<variant>Ryan, Tomlinson</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 84, ""total_tokens"": 184}}}","{""author_name"": ""Ryan Tomlinson"", ""author_name英文变体"": ""<variant>Tomlinson Ryan</variant>\n<variant>R. Tomlinson</variant>\n<variant>Ryan T.</variant>\n<variant>Tomlinson, Ryan</variant>\n<variant>R. T.</variant>\n<variant>Ryan, Tomlinson</variant>"", ""author_institution"": """"}"
作者和机构,克利夫兰诊所科尔眼科研究所的乔治教授对视网膜断层成像在不同疾病 ME 诊断中的作用，2014 年 7 月刊 British Journal of Ophthalmology。,乔治,"<variant>Qiao Zhi</variant>
 <variant>Zhi Qiao</variant>
 <variant>Qiao-Zhi</variant>
 <variant>Zhi-Qiao</variant>
 <variant>Qiao, Zhi</variant>
 <variant>Qiao Z.</variant>
 <variant>Qiao Z</variant>
 <variant>Z. Qiao</variant>
 <variant>Z Qiao</variant>
 <variant>Q. Zhi</variant>
 <variant>Zhi Q.</variant>
 <variant>George</variant>",克利夫兰诊所科尔眼科研究所,乔治,<variant>George</variant>,克利夫兰诊所科尔眼科研究所,"{""data"": {""result"": ""{\""author_name\"":\""乔治\"",\""author_name英文变体\"":\""<variant>George</variant>\"",\""author_institution\"":\""克利夫兰诊所科尔眼科研究所\""}""}, ""raw_openai"": {""id"": ""chatcmpl-39cbde130e1040d28d2285d39f70fceb"", ""object"": ""chat.completion"", ""created"": 1781078134, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""乔治\"",\""author_name英文变体\"":\""<variant>George</variant>\"",\""author_institution\"":\""克利夫兰诊所科尔眼科研究所\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 133, ""completion_tokens"": 32, ""total_tokens"": 165}}}","{""author_name"": ""乔治"", ""author_name英文变体"": ""<variant>George</variant>"", ""author_institution"": ""克利夫兰诊所科尔眼科研究所""}"
作者和机构,假如你是临床肿瘤学教授，写一篇关于肺癌BRAF G466V突变治疗进展的点评,,,,临床肿瘤学教授,,,"{""data"": {""result"": ""{\""author_name\"":\""临床肿瘤学教授\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6de65899b9f94cba9dd6cfb9df744f05"", ""object"": ""chat.completion"", ""created"": 1781078136, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""临床肿瘤学教授\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 117, ""completion_tokens"": 20, ""total_tokens"": 137}}}","{""author_name"": ""临床肿瘤学教授"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,马赛大学Guy Magalon 教授团队通过长期研究发现，脂肪基质成分中的一类细胞亚群可通过促进血管生成相关的作用机制促进移植后受区组织中脂肪细胞的生存和生长。同时，还有一类细胞及细胞因子为受区组织的愈合提供抑制整体炎症因子表达的微环境，降低了组织坏死或发生排异反应的风险,Guy Magalon,"<variant>Guy Magalon</variant>
 <variant>Magalon Guy</variant>
 <variant>Magalon, Guy</variant>
 <variant>Magalon G.</variant>
 <variant>Magalon G</variant>
 <variant>G. Magalon</variant>
 <variant>G Magalon</variant>
 <variant>M. Guy</variant>
 <variant>Guy M.</variant>",马赛大学,Guy Magalon,"<variant>Magalon Guy</variant>
<variant>G. Magalon</variant>
<variant>Magalon, Guy</variant>
<variant>Guy M.</variant>
<variant>M. Guy</variant>
<variant>G. M.</variant>
<variant>Magalon G.</variant>",马赛大学,"{""data"": {""result"": ""{\""author_name\"":\""Guy Magalon\"",\""author_name英文变体\"":\""<variant>Magalon Guy</variant>\\n<variant>G. Magalon</variant>\\n<variant>Magalon, Guy</variant>\\n<variant>Guy M.</variant>\\n<variant>M. Guy</variant>\\n<variant>G. M.</variant>\\n<variant>Magalon G.</variant>\"",\""author_institution\"":\""马赛大学\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f91de1e8e27d4a0faeaf3dd6a2532f6f"", ""object"": ""chat.completion"", ""created"": 1781078143, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Guy Magalon\"",\""author_name英文变体\"":\""<variant>Magalon Guy</variant>\\n<variant>G. Magalon</variant>\\n<variant>Magalon, Guy</variant>\\n<variant>Guy M.</variant>\\n<variant>M. Guy</variant>\\n<variant>G. M.</variant>\\n<variant>Magalon G.</variant>\"",\""author_institution\"":\""马赛大学\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 166, ""completion_tokens"": 89, ""total_tokens"": 255}}}","{""author_name"": ""Guy Magalon"", ""author_name英文变体"": ""<variant>Magalon Guy</variant>\n<variant>G. Magalon</variant>\n<variant>Magalon, Guy</variant>\n<variant>Guy M.</variant>\n<variant>M. Guy</variant>\n<variant>G. M.</variant>\n<variant>Magalon G.</variant>"", ""author_institution"": ""马赛大学""}"
作者和机构,干细胞或再生细胞或基质细胞治疗神经损伤的临床试验,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-655cd7a0a15746d7880374afaf6abda6"", ""object"": ""chat.completion"", ""created"": 1781078144, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 107, ""completion_tokens"": 15, ""total_tokens"": 122}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,吴一龙教授的肺癌适应性治疗中国专家共识,吴一龙,"<variant>Wu Yilong</variant>
 <variant>Yilong Wu</variant>
 <variant>Wu Yi-Long</variant>
 <variant>Yi-Long Wu</variant>
 <variant>Wu Yi Long</variant>
 <variant>Yi Long Wu</variant>
 <variant>Wu, Yilong</variant>
 <variant>Wu, Yi-Long</variant>
 <variant>Wu, Yi Long</variant>
 <variant>Wu Y.</variant>
 <variant>Wu Y</variant>
 <variant>Y. Wu</variant>
 <variant>Y Wu</variant>
 <variant>Wu YL</variant>
 <variant>Wu Y L</variant>
 <variant>Y.L. Wu</variant>
 <variant>Y. L. Wu</variant>
 <variant>Y L Wu</variant>
 <variant>Wu Y.-L.</variant>
 <variant>Wu Y-L</variant>
 <variant>Y.-L. Wu</variant>
 <variant>Y-L Wu</variant>
 <variant>W. Yilong</variant>
 <variant>Yilong W.</variant>
 <variant>W. Yi Long</variant>
 <variant>Yi Long W.</variant>
 <variant>W. Yi-Long</variant>
 <variant>Yi-Long W.</variant>",,吴一龙,"<variant>Wu Yilong</variant>
<variant>Yilong Wu</variant>
<variant>Wu Yi-Long</variant>
<variant>Yi-Long Wu</variant>
<variant>Wu Y. Long</variant>
<variant>Y. Long Wu</variant>
<variant>Wu Y. L.</variant>
<variant>Y. L. Wu</variant>
<variant>Wu, Yilong</variant>
<variant>Yilong, Wu</variant>
<variant>Wu, Yi-Long</variant>
<variant>Yi-Long, Wu</variant>
<variant>Wu Yi Long</variant>
<variant>Yi Long Wu</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""吴一龙\"",\""author_name英文变体\"":\""<variant>Wu Yilong</variant>\\n<variant>Yilong Wu</variant>\\n<variant>Wu Yi-Long</variant>\\n<variant>Yi-Long Wu</variant>\\n<variant>Wu Y. Long</variant>\\n<variant>Y. Long Wu</variant>\\n<variant>Wu Y. L.</variant>\\n<variant>Y. L. Wu</variant>\\n<variant>Wu, Yilong</variant>\\n<variant>Yilong, Wu</variant>\\n<variant>Wu, Yi-Long</variant>\\n<variant>Yi-Long, Wu</variant>\\n<variant>Wu Yi Long</variant>\\n<variant>Yi Long Wu</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ffcbc01e4d554f7684173b7ef8d1a1d7"", ""object"": ""chat.completion"", ""created"": 1781078159, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""吴一龙\"",\""author_name英文变体\"":\""<variant>Wu Yilong</variant>\\n<variant>Yilong Wu</variant>\\n<variant>Wu Yi-Long</variant>\\n<variant>Yi-Long Wu</variant>\\n<variant>Wu Y. Long</variant>\\n<variant>Y. Long Wu</variant>\\n<variant>Wu Y. L.</variant>\\n<variant>Y. L. Wu</variant>\\n<variant>Wu, Yilong</variant>\\n<variant>Yilong, Wu</variant>\\n<variant>Wu, Yi-Long</variant>\\n<variant>Yi-Long, Wu</variant>\\n<variant>Wu Yi Long</variant>\\n<variant>Yi Long Wu</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 186, ""total_tokens"": 291}}}","{""author_name"": ""吴一龙"", ""author_name英文变体"": ""<variant>Wu Yilong</variant>\n<variant>Yilong Wu</variant>\n<variant>Wu Yi-Long</variant>\n<variant>Yi-Long Wu</variant>\n<variant>Wu Y. Long</variant>\n<variant>Y. Long Wu</variant>\n<variant>Wu Y. L.</variant>\n<variant>Y. L. Wu</variant>\n<variant>Wu, Yilong</variant>\n<variant>Yilong, Wu</variant>\n<variant>Wu, Yi-Long</variant>\n<variant>Yi-Long, Wu</variant>\n<variant>Wu Yi Long</variant>\n<variant>Yi Long Wu</variant>"", ""author_institution"": """"}"
作者和机构,"[2] Plum F, Posner JB. Diagnosis of Stupor and Coma[M]. New York: Oxford University Press, 2007.[3] Roth B. Idiopathic hypersomnia[J]. Schweiz Arch Neurol Neurochir Psychiat, 1976, 119(1): 31-41.",Plum F；Posner JB；Roth B,"<variant>F Plum</variant>
<variant>Plum, F</variant>
<variant>F. Plum</variant>
<variant>JB Posner</variant>
<variant>Posner, JB</variant>
<variant>J. B. Posner</variant>
<variant>Posner J. B.</variant>
<variant>B Roth</variant>
<variant>Roth, B</variant>
<variant>B. Roth</variant>",,Plum F；Posner JB；Roth B,"<variant>F. Plum</variant>
<variant>Plum, F.</variant>
<variant>J. B. Posner</variant>
<variant>Posner, J. B.</variant>
<variant>B. Roth</variant>
<variant>Roth, B.</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""Plum F；Posner JB；Roth B\"",\""author_name英文变体\"":\""<variant>F. Plum</variant>\\n<variant>Plum, F.</variant>\\n<variant>J. B. Posner</variant>\\n<variant>Posner, J. B.</variant>\\n<variant>B. Roth</variant>\\n<variant>Roth, B.</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d43ea4692354444a9177cc776d524b9f"", ""object"": ""chat.completion"", ""created"": 1781078166, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Plum F；Posner JB；Roth B\"",\""author_name英文变体\"":\""<variant>F. Plum</variant>\\n<variant>Plum, F.</variant>\\n<variant>J. B. Posner</variant>\\n<variant>Posner, J. B.</variant>\\n<variant>B. Roth</variant>\\n<variant>Roth, B.</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 168, ""completion_tokens"": 91, ""total_tokens"": 259}}}","{""author_name"": ""Plum F；Posner JB；Roth B"", ""author_name英文变体"": ""<variant>F. Plum</variant>\n<variant>Plum, F.</variant>\n<variant>J. B. Posner</variant>\n<variant>Posner, J. B.</variant>\n<variant>B. Roth</variant>\n<variant>Roth, B.</variant>"", ""author_institution"": """"}"
作者和机构,临床试验 NCT04568811,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-00caa635c1624112913c0da466198e29"", ""object"": ""chat.completion"", ""created"": 1781078167, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 106, ""completion_tokens"": 15, ""total_tokens"": 121}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,替奈普酶在合并糖尿病患者中的临床应用及疗效安全性评价,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4974abf1a2054bbaa9f80213398a534a"", ""object"": ""chat.completion"", ""created"": 1781078168, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 108, ""completion_tokens"": 15, ""total_tokens"": 123}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,北大人民医院栗占国教授,栗占国,"<variant>Li Zhanguo</variant>
 <variant>Zhanguo Li</variant>
 <variant>Li Zhan-Guo</variant>
 <variant>Zhan-Guo Li</variant>
 <variant>Li Zhan Guo</variant>
 <variant>Zhan Guo Li</variant>
 <variant>Li, Zhanguo</variant>
 <variant>Li, Zhan-Guo</variant>
 <variant>Li, Zhan Guo</variant>
 <variant>Li Z.</variant>
 <variant>Li Z</variant>
 <variant>Z. Li</variant>
 <variant>Z Li</variant>
 <variant>Li ZG</variant>
 <variant>Li Z G</variant>
 <variant>Z.G. Li</variant>
 <variant>Z. G. Li</variant>
 <variant>Z G Li</variant>
 <variant>Li Z.-G.</variant>
 <variant>Li Z-G</variant>
 <variant>Z.-G. Li</variant>
 <variant>Z-G Li</variant>
 <variant>L. Zhanguo</variant>
 <variant>Zhanguo L.</variant>
 <variant>L. Zhan Guo</variant>
 <variant>Zhan Guo L.</variant>
 <variant>L. Zhan-Guo</variant>
 <variant>Zhan-Guo L.</variant>",北大人民医院,栗占国,"<variant>Li ZhanGuo</variant>
<variant>ZhanGuo Li</variant>
<variant>Li Zhan-Guo</variant>
<variant>Zhan-Guo Li</variant>
<variant>Li, ZhanGuo</variant>
<variant>ZhanGuo, Li</variant>
<variant>Li, Zhan-Guo</variant>
<variant>Zhan-Guo, Li</variant>
<variant>L. ZhanGuo</variant>
<variant>Z. Li</variant>
<variant>L. Zhan-Guo</variant>
<variant>Z.-G. Li</variant>
<variant>Li Zhan Guo</variant>
<variant>Zhan Guo Li</variant>
<variant>Zhan Guo, Li</variant>",北大人民医院,"{""data"": {""result"": ""{\""author_name\"":\""栗占国\"",\""author_name英文变体\"":\""<variant>Li ZhanGuo</variant>\\n<variant>ZhanGuo Li</variant>\\n<variant>Li Zhan-Guo</variant>\\n<variant>Zhan-Guo Li</variant>\\n<variant>Li, ZhanGuo</variant>\\n<variant>ZhanGuo, Li</variant>\\n<variant>Li, Zhan-Guo</variant>\\n<variant>Zhan-Guo, Li</variant>\\n<variant>L. ZhanGuo</variant>\\n<variant>Z. Li</variant>\\n<variant>L. Zhan-Guo</variant>\\n<variant>Z.-G. Li</variant>\\n<variant>Li Zhan Guo</variant>\\n<variant>Zhan Guo Li</variant>\\n<variant>Zhan Guo, Li</variant>\"",\""author_institution\"":\""北大人民医院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cbeb8599b62d4c808b06004ca42b2d3f"", ""object"": ""chat.completion"", ""created"": 1781078184, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""栗占国\"",\""author_name英文变体\"":\""<variant>Li ZhanGuo</variant>\\n<variant>ZhanGuo Li</variant>\\n<variant>Li Zhan-Guo</variant>\\n<variant>Zhan-Guo Li</variant>\\n<variant>Li, ZhanGuo</variant>\\n<variant>ZhanGuo, Li</variant>\\n<variant>Li, Zhan-Guo</variant>\\n<variant>Zhan-Guo, Li</variant>\\n<variant>L. ZhanGuo</variant>\\n<variant>Z. Li</variant>\\n<variant>L. Zhan-Guo</variant>\\n<variant>Z.-G. Li</variant>\\n<variant>Li Zhan Guo</variant>\\n<variant>Zhan Guo Li</variant>\\n<variant>Zhan Guo, Li</variant>\"",\""author_institution\"":\""北大人民医院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 196, ""total_tokens"": 297}}}","{""author_name"": ""栗占国"", ""author_name英文变体"": ""<variant>Li ZhanGuo</variant>\n<variant>ZhanGuo Li</variant>\n<variant>Li Zhan-Guo</variant>\n<variant>Zhan-Guo Li</variant>\n<variant>Li, ZhanGuo</variant>\n<variant>ZhanGuo, Li</variant>\n<variant>Li, Zhan-Guo</variant>\n<variant>Zhan-Guo, Li</variant>\n<variant>L. ZhanGuo</variant>\n<variant>Z. Li</variant>\n<variant>L. Zhan-Guo</variant>\n<variant>Z.-G. Li</variant>\n<variant>Li Zhan Guo</variant>\n<variant>Zhan Guo Li</variant>\n<variant>Zhan Guo, Li</variant>"", ""author_institution"": ""北大人民医院""}"
作者和机构,乳腺癌内分泌治疗的最新进展是什么？,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-326623bc9a9c4fa08270255e5cf3ab66"", ""object"": ""chat.completion"", ""created"": 1781078185, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 15, ""total_tokens"": 117}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
